regAddr,coordinate
广州市天河区五山路267号20D房（仅限办公用途）,"113.34359,23.139044"
广州市天河区黄埔大道西路201号2206房（本场所仅限办公功能）,"113.3286,23.127632"
广州市天河区晴旭街3号566房（仅限办公）,"113.37866,23.157616"
广州市天河区燕岭路433号首层1009房（不可作厂房）,"113.336,23.169239"
广州市天河区中海康城花园紫罗兰街11号十五A房,"113.405174,23.13362"
广州市天河区东莞庄路2号财润国际大厦3327房（仅限办公）,"113.33428,23.149487"
广州市天河区珠江西路8号15楼（部位：1501V89）（仅限办公用途）,"113.321556,23.11982"
广州市天河区黄埔大道中666号1902室（仅限办公）,"113.35814,23.124546"
广州市天河区粤垦路38号7楼B011房(仅限办公),"113.33377,23.152836"
广州市天河区黄埔大道100号之二1506房,"113.33998,23.124918"
广州市天河区黄埔大道西365号1409室A219（仅限办公）,"113.33763,23.127779"
广州市天河区明旭街4号（自编B4栋）1520房（仅限办公用途）,"113.40745,23.166943"
广州市天河区中山大道中得悦街2、4、6、8号203房之C02房（仅限办公用途）,"113.40439,23.121601"
广州市天河区华夏路26号雅居乐中心33层,"113.321815,23.124275"
广州市天河区黄埔大道西路201号2207房（限办公用途）,"113.3286,23.127632"
广州市天河区珠江新城花城大道名门大厦豪名阁702房,"113.31562,23.118961"
广州市天河区元岗南路13-15号自编B栋4楼01、02、03房（仅限办公用途）（自主申报）,"113.34331,23.172127"
广州市天河区中山大道中1091号501房,"113.42321,23.1159"
广州市天河区天河北路183-187号三层商场自编ABCHIJK房,"113.322365,23.141563"
广州市天河区黄埔大道西路76号1511B44房（仅限办公）,"113.32645,23.12676"
广州市天河区吉山新路街自编24号2栋二单元二楼204房,"113.43352,23.12642"
广州市天河区中山大道中989号三楼3035房,"113.40628,23.1207"
广州市天河区天源路1111号B607房,"113.3631,23.187134"
广州市天河区东圃二马路67号22、23、24房部位22-310房（仅限办公）,"113.40137,23.112309"
广州市天河区员村西街2号大院内自编45号之205房（仅限办公用途）,"113.35371,23.119528"
广州市天河区华旭街1号（自编C4栋）478房（不可作厂房使用）（仅限办公用途）,"113.40838,23.16708"
广州市天河区沐陂西路18号508房（仅限办公）,"113.38954,23.154463"
广州市天河区天河北路侨林街47号1104房之2119房(仅限办公),"113.32913,23.143322"
广州市天河区临江大道681号307房（仅限办公）（不可作厂房使用）,"113.37394,23.111813"
广州市天河区花城大道68号3504房,"113.31908,23.119299"
广州市天河区宦溪西路5号A栋102房（仅限办公用途）,"113.41039,23.115383"
广州市天河区广棠路23号C栋（部位：52）,"113.38689,23.138548"
广州市天河区天河北路侨林街47号2106房（仅限办公用途）,"113.32913,23.143322"
广州市天河区黄埔大道东631号2楼9房（仅限办公用途）,"113.40845,23.107292"
广州市天河区新塘田头岗二路一横街一横路4号B栋3-C8(自编)(仅限办公),"113.3752,23.131506"
广州市天河区车陂祠堂大街2号512房,"113.40045,23.12118"
广州市天河区黄村荔园路3号西座4梯101房,"113.41155,23.12636"
广州市天河区车陂龙口大街1号305房,"113.3968,23.126104"
广州市天河区燕岭路120号302房,"113.33005,23.161364"
广州市天河区天河路230号4701房007单元（仅限办公）,"113.32994,23.133743"
广州市天河区天河北路合晖街200号2006房,"113.33418,23.144049"
广州市天河区兴国路21号1101房,"113.33044,23.115692"
广州市天河区奥体路11号世界大观美国街二区103房（仅限办公用途）（自主申报）,"113.41181,23.14472"
广州市天河区华景路62-68号二楼205房（仅限办公用途）,"113.35914,23.138613"
广州市天河区珠江西路17号902房（部位：F）（仅限办公用途）,"113.32357,23.124899"
广州市天河区冼村路11号之二保利威座北塔第11层01单元房自编号1号（仅限办公用途，不可作厂房使用）,"113.32762,23.12205"
广州市天河区荷光路棠下第一工业区19号1楼自编101（仅限办公用途）,"113.373024,23.133242"
广州市天河区中山大道中379号2栋202-2室（仅限办公）,"113.40255,23.124949"
广州市天河区华夏路30号2703房（仅限办公用途）,"113.321655,23.126207"
广州市天河区沐陂东路5号9栋207房,"113.40276,23.15435"
广州市天河区珠江东路16号3701房（仅限办公用途）,"113.32605,23.120842"
广州市天河区广棠西路18号三楼A118房（仅限办公）,"113.38629,23.139265"
广州市天河区天河北路689号7-C2房（不可作厂房使用）,"113.34199,23.141815"
广州市天河区中山大道西305号之2B座4层423房,"113.377304,23.126904"
广州市天河区天河北路620号1504房（仅限办公用途）,"113.34051,23.140844"
广州市天河区大灵山路18号7栋102室（仅限办公）,"113.4217,23.128834"
广州市天河区中山大道中路268号商场2层S055房,"113.402664,23.122465"
广州市天河区东圃大马路天力街7号330房,"113.402664,23.117159"
广州市天河区黄埔大道西路126号1105-1108室,"113.34168,23.125568"
广州市天河区中山大道西55号华南师范大学产业大楼自编401房,"113.35387,23.137909"
广州市天河区珠江西路17号5001房（部位：自编南面、北面、西面）（仅限办公）,"113.32357,23.124899"
广州市天河区东圃二马路67号5、6、7房部位7-208房,"113.40137,23.112309"
广州市天河区猎德大道38号104A铺,"113.334114,23.120777"
广州市天河区东圃车陂路70号八楼北802房,"113.3914,23.11966"
广州市天河区华强路9号401房自编402铺,"113.31964,23.12619"
广州市天河区龙怡路91号三层自编A102-26房(仅限办公用途),"113.34153,23.144411"
广州市天河区天寿路105号9-19层,"113.332306,23.148085"
广州市天河区翰景路1号金星大厦5楼F08-C68（仅限办公用途）,"113.346565,23.14419"
广州市天河区黄埔大道中311号内编号为2-10之10405（仅限办公用途）,"113.35814,23.124546"
广州市天河区黄埔大道西638号1405房（仅限办公用途）,"113.34373,23.125635"
广州市天河区中山大道中67号1103房（仅限办公）,"113.39369,23.125732"
广州市天河区林和西路161号B1405房（仅限办公用途，不可作厂房）,"113.32265,23.149399"
广州市天河区华旭街3号（自编C5栋）1374房（仅限办公用途）,"113.40838,23.16708"
广州市天河区大观南路24号D07房,"113.4072,23.12836"
广州市天河区新塘西约大街7号2302房,"113.409164,23.158882"
广州市天河区天河北路侨林街47号1501房（仅限办公用途）,"113.32913,23.143322"
广州市天河区广汕一路332号银湖工业区第5栋1楼302房（仅限办公用途）,"113.37847,23.19011"
广州市天河区黄埔大道中路149号2层之67（仅限办公）,"113.35768,23.1244"
广州市天河区中山大道中989号三楼3118房,"113.40628,23.1207"
广州市天河区广棠西横路5号518-09房,"113.41744,23.12034"
广州市天河区盛荟街2号3002房,"113.32477,23.14172"
广州市天河区棠东横岭二路7号、9号A栋三楼A214房(仅限办公),"113.389206,23.136133"
广州市增城区新塘镇黄沙头方中五路2号5楼,"113.651886,23.148893"
广州市增城区新塘镇南安村广深北路15号A栋403房(自主申报),"113.55986,23.117018"
广州市增城区新塘镇新墩村下基北四路68号(自主申报),"113.55258,23.110476"
广州市增城区永宁街凤凰北横路206号1431房,"113.60247,23.12806"
广州市增城区新塘镇新何村柯木岭(土名)厂房A栋2楼B区,"113.61525,23.112001"
广州市增城区增城大道69号6幢1423号,"113.81332,23.275587"
广州市增城区新塘镇太平洋工业区140号（厂房）A区第二层,"113.57635,23.121689"
广州市增城区新塘镇新塘大道中13号智乐汇广场第四层409号,"113.617195,23.11616"
广州市增城区荔城街增城大道69号8幢2315号（仅限办公用途）,"113.81502,23.276773"
广州市增城区新塘镇白石村鹤山路2号一楼,"113.650215,23.153624"
广州市增城区新塘镇汇美新村怡苑南二街3号,"113.797806,23.294594"
广州市增城区新塘镇牛仔城二路7号1309房,"113.63325,23.12398"
广州市增城区增江街东桥东路1号,"113.842575,23.2863"
广州市增城区新塘镇荔新十二路96号2幢1704房,"113.620804,23.148844"
广州市增城区新塘镇荔新十二路96号2幢1706房,"113.620804,23.148844"
广州市增城区新塘镇东进南路1号1273号,"113.59788,23.123838"
广州市增城区翠西路18号二幢103房（第五间）首层,"113.82409,23.284243"
广州市增城区荔城街合汇广场钻石街55号715房(自主申报),"113.819824,23.282097"
广州市增城区新城大道400号增城低碳总部园新城创业中心15号楼1704,"113.82897,23.234722"
广州市增城区荔城街府佑路108号3幢1107房,"113.81963,23.283543"
广州市增城区荔城街洋角街39号之十五,"113.82206,23.281628"
广州市增城区荔城街增城大道69号6幢701号,"113.81502,23.276773"
广州市增城区新塘镇新墩村新墩路276号新墩综合楼御名阁1201房,"113.55789,23.110226"
广州市增城区荔城街合汇广场钻石街55号617房,"113.819824,23.282097"
广州市增城区永宁街岗丰村钟屋街49-1号(首层),"113.61857,23.112236"
广州市增城区新塘镇太平洋工业区70号（厂房）第四层,"113.57635,23.121689"
广州市增城区新塘镇新塘大道西悦顺材料城A1栋二楼F5,"113.584305,23.111523"
广州市增城区新塘镇国贸中心二街20号,"113.61403,23.125296"
广州市增城区新塘镇群星村东坑五横路2号智合大厦623室,"113.60994,23.12297"
广州市增城区永宁街新和北路36号（办公楼A1)315室,"113.63294,23.171658"
广州市增城区新塘镇白江村元会社广州市增城坤达钢贸城内编号为155#号,"113.759445,23.195427"
广州市增城区新塘镇新塘工业加工区新银工业村（A1）厂房二楼D区之一,"113.63488,23.12329"
广州市增城区增江街四丰村广汕路边自编1978号,"113.87251,23.230972"
广州市增城区荔城街增城大道69号4幢923号,"113.81502,23.276773"
广州市增城区荔城街罗岗工业园（办公楼）之三,"113.829865,23.239601"
广州市增城区新塘镇广园东碧桂园凤凰城凤盈苑十一街11座首层6号商铺,"113.56132,23.128014"
广州市增城区新塘镇南安村广深北路15号A栋312房,"113.55986,23.117018"
广州市增城区新塘镇新墩村新墩路276号新墩综合楼御泉阁1217房,"113.55789,23.110226"
广州市增城区永宁街凤凰北横路206号2532房,"113.60247,23.12806"
广州市增城区荔城街富国路14号首层自编号102,"113.8309,23.294897"
广州市增城区新塘镇太平洋工业区113号（厂房A2)2楼、3楼B区,"113.575905,23.112858"
广州市增城区荔城街罗岗工业区（办公楼）自编A幢207之二,"113.829865,23.239601"
广州市增城区仙村镇西南开发区田中坑,"113.695366,23.17181"
广州市增城区新塘镇奥园康威二街6号1幢1713房,"113.634224,23.15253"
广州市增城区中新镇风光路33号4幢103（自主申报）,"113.62812,23.27943"
广州市增城区新塘镇广深大道西5号盈丰中心302室,"113.60022,23.121698"
广州市增城区新塘镇荔新十二路96号23幢113号三楼,"113.6217,23.146399"
广州市增城区新塘镇坭紫村新沙大道北6号B305室,"113.64163,23.122515"
广州市增城区新塘镇东洲大道1号之三一区13号,"113.591415,23.10082"
广州市增城区荔城街增城大道69号8幢612号（仅限办公用途）,"113.81502,23.276773"
广州市增城区新塘镇荔新十二路96号25幢116号三楼,"113.6217,23.146399"
广州市增城区永宁街凤凰北横路242号2105、2106、2107、2108房,"113.60247,23.12806"
广州市增城区永宁街郭村仙宁路2号,"113.664925,23.214563"
广州市增城区新塘镇荔新十二路96号29幢116号2楼,"113.6217,23.146399"
广州市增城区新塘镇广深大道西1号1幢702房（仅限办公用途）,"113.60103,23.12171"
广州市增城区荔城街富宝路商铺104号,"113.829575,23.304966"
广州市增城区新塘镇广深大道西623号御泉阁915室B,"113.55135,23.109337"
广州市增城区永宁街凤凰北横路206号1935房（自主申报）,"113.60247,23.12806"
广州市增城区永宁街悦汇二街1号605房,"113.61808,23.193317"
广州市增城区新塘镇奥园康威二街28号1幢1301房,"113.634224,23.15253"
广州市增城区荔城街嘉汇街50号,"113.829865,23.239601"
广州市增城区永宁街新新七路299号2幢07号首层,"113.596794,23.167421"
广州市增城区新塘镇广深大道西8号四楼（自主申报）,"113.60144,23.12224"
广州市增城区新塘镇凤凰北横路289号,"113.59229,23.1354"
广州市增城区荔城街增城大道69号6幢1410号,"113.81502,23.276773"
广州市增城区中新镇风光路199号2楼,"113.6183,23.28542"
广州市增城区新塘镇太平洋工业区第137号（厂房A1）,"113.57635,23.121689"
广州市增城区石滩镇上塘村沙庄江龙大道北111号(厂房B1),"113.82399,23.127949"
广州市增城区永宁街长岗村水平北路2-4号,"113.59736,23.158533"
广州市增城区石滩镇郑田村郑田二路1号,"113.82779,23.217194"
广州市增城区增江街纬六路96号,"113.856514,23.273947"
广州市增城区新塘镇凤凰北一路58号,"113.59471,23.13426"
广州市增城区新塘镇南安村广虎路23号首层,"113.56464,23.117437"
广州市增城区永宁街长岗村水平东路6号201房,"113.59728,23.16006"
广州市增城区新塘镇新塘大道西363号“悦顺建筑装饰材料城”A4栋二楼编号为F25号,"113.25000000000011,23.116670000000056"
广州市增城区永宁街下元村下元路2号增城市初出日实业有限公司第一栋三楼,"113.67191,23.227571"
广州市增城区永宁街石迳村石迳路1号之一,"113.68465,23.363998"
广州市增城区永宁街创强路128号（生产车间三）,"113.6349,23.174755"
广州市增城区中新镇山美村荔枝场（土名）,"113.605644,23.317522"
广州市增城区新塘镇太平洋工业区七路137号B栋四楼北区,"113.57585,23.113985"
广州市增城区荔城街新园路58号,"113.822624,23.301092"
广州市增城区荔城街夏街村一社迎祥路一幢之三、四,"113.82729,23.287136"
广州市增城区永宁街长岗村新屋北路10号,"113.60166,23.138252"
广州市增城区新塘镇太平洋工业区第137号（厂房A1）,"113.57635,23.121689"
广州市增城区新塘镇温涌路新墩村花基工业园1号二楼,"113.5714,23.10058"
广州市增城区荔城街荔乡路66号之五,"113.822655,23.282282"
广州市增城区新塘镇新塘大道西521号A栋2楼08、09号,"113.56784,23.109756"
广州市增城区新塘镇广深大道中33号1楼,"113.61794,23.121033"
广州市增城区新塘镇新墩村广深公路对面墩富勤大厦502室,"113.55342,23.115057"
广州市增城区新塘镇群星村黄头社大岭山东坑三横西路18号407室,"113.60598,23.12445"
广州市增城区新塘镇环村路21号（自主申报）,"113.64519,23.15672"
广州市增城区荔城街荔城大道137号怡景城第四幢106商铺,"113.82306,23.292961"
广州市增城区新塘镇东坑三横路1号二楼211室,"113.614105,23.123575"
广州市增城区永宁街长岗新村西街八巷24号,"113.76694,23.56907"
广州市增城区新塘镇奥园康威二街28号1幢209,"113.634224,23.15253"
广州市增城区新塘镇广深大道东103号四层450,"113.635605,23.121098"
广州市增城区新塘镇永和誉山国际创汇大道2号1915房,"113.595474,23.190289"
广州市增城区新塘镇群星南二路22号,"113.60933,23.107418"
广州市增城区新塘镇新墩村新墩大道72号二楼,"113.56326,23.110128"
广州市增城区朱村大道西路100号富士康科创园5号201-11,"113.66911,23.275988"
广州市增城区荔城街荔城大道陂吓大路西五巷14号,"113.81894,23.276115"
广州市增城区新塘镇广深大道西1号1幢1201-1208房,"113.60103,23.12171"
广州市增城区新塘镇广深大道中138号,"113.60954,23.121313"
广州市增城区新塘镇新新大道南142号EA2009号,"113.60579,23.129908"
广州市增城区永宁街誉山国际创汇大道4号804房,"113.607285,23.180147"
广州市增城区荔城街新城大道地下层345号,"113.81771,23.26725"
广州市增城区朱村街南岗新村二巷25号(自主申报),"113.71935,23.273527"
广州市增城区永宁街永创街22号,"113.61808,23.193317"
广州市增城区新塘镇太平洋工业区113号(厂房A1)二楼,"113.57635,23.121689"
广州市增城区新塘镇新塘大道西521号A栋4楼43号,"113.56784,23.109756"
广州市增城区荔城街洋角街47号首层,"113.82206,23.281628"
广州市增城区新塘镇新墩村岳庙工业区C2号,"113.55779,23.110134"
广州市增城区新塘镇太平洋工业区第137号（厂房A1）第二层部分,"113.57635,23.121689"
广州市增城区新塘镇新银工业村A2栋五楼586,"113.63978,23.122553"
广州市增城区永宁街凤凰北横路242号2108房,"113.60247,23.12806"
广州市增城区新塘镇海关大道2号锦绣银苑127号首层101号,"113.60311,23.106272"
广州市增城区新塘镇奥园康威二街28号1幢2010房,"113.634224,23.15253"
广州市增城区新塘镇西洲村西洲大道旁现创盛鑫工业园B1栋4楼401,"113.57974,23.10826"
广州市增城区荔城街增城大道69号8幢406号,"113.81502,23.276773"
广州市增城区中新镇福和福华一路2号,"113.5678,23.108946"
广州市增城区新塘镇南安村陈家林路39号东缙物流园A12栋813A、815、816,"113.560745,23.12605"
广州市增城区新塘镇广深大道西13号自编A栋302室,"113.60062,23.12223"
广州市增城区荔城街横梯里五巷7号201房,"113.829865,23.239601"
广州市增城区新塘镇新沙大道北鑫潮商务大厦三楼315室,"113.650604,23.139132"
广州市增城区新塘镇广深大道中220号518室,"113.60622,23.122028"
广州市增城区新塘镇广深大道西1号1幢201房,"113.60103,23.12171"
广州市增城区新塘镇新塘大道西632号鹤泉大楼六楼602,"113.57942,23.110376"
广州市增城区新塘镇太平洋工业区99号办公楼,"113.57635,23.121689"
广州市增城区新塘镇荔新十二路96号21幢109号,"113.6217,23.146399"
广州市增城区新塘镇新塘大道西363号（即新塘白江村南顺社沙塘尾）“悦顺建筑装饰材料城”编号为A12-3楼号商铺,"113.584305,23.111523"
广州市增城区新塘镇新沙大道北21号之18首层（自主申报）,"113.65685,23.157742"
广州市增城区荔城街通园中路60号4栋101房首层,"113.82501,23.303644"
广州市增城区新塘镇汇美新村汇太东路商业街五幢129号首层,"113.61738,23.128563"
广州市增城区永宁街凤凰北横路242号1222房,"113.60247,23.12806"
广州市增城区新塘镇茅山大道100号,"113.63653,23.12697"
广州市增城区石滩镇郑田村郑田一路17号,"113.826355,23.220013"
广州市增城区荔城街洋溪路西二巷1号,"113.8179,23.295025"
广州市增城区新塘镇港口大道321号A幢618号,"113.60565,23.120556"
广州市增城区永宁街誉山国际融景一路17号301号,"113.5678,23.108946"
广州市增城区永宁街创盛路7号226房,"113.61808,23.193317"
广州市南沙区丰泽东路106号（自编1号楼）X1301-C4324（集群注册）（JM）,"113.25000000000011,23.116670000000056"
广州市南沙区丰泽东路106号(自编1号楼)X1301-F7926(集群注册)(JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-B1564（仅限办公用途）（JM）,"113.53124,22.78897"
广州市南沙区丰泽东路106号(自编1号楼)X1301-C7416(集群注册)(JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-H513（仅限办公用途）(JM）,"113.53124,22.78897"
广州市南沙区进港大道80号1908房,"113.55264,22.799377"
广州市南沙区丰泽东路106号(自编1号楼)X1301-A6868(集群注册)(JM),"113.53124,22.78897"
广州市南沙区南沙街进港大道8号905房（仅限办公）,"113.545944,22.799562"
广州市南沙区丰泽东路106号（自编1号楼）X1301-D2025（仅限办公用途）（JM）,"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-A3587（仅限办公用途）（JM）,"113.53124,22.78897"
广州市南沙区丰泽东路106号(自编1号楼)X1301-B9866(集群注册)(JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-C5625（集群注册）(JM),"113.53124,22.78897"
广州市南沙区双山大道7号815房A03（仅限办公用途）,"113.532715,22.794832"
广州市南沙区南沙街大涌下街143-1号二层,"113.55645,22.769032"
广州市南沙区麒龙东路（黄阁镇）30号312房（仅限办公用途）,"113.51489,22.826035"
广州市南沙区丰泽东路106号（自编1号楼）X1301-E4286(集群注册)(JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-G345（仅限办公用途）(JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-H5788(集群注册）（JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号(自编1号楼)X1301-C011326(集群注册)(JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号X1301-B155号（仅限办公用途）（JM）,"113.53124,22.78897"
广州市南沙区丰泽东路106号(自编1号楼)X1301-D5489(集群注册)(JM),"113.53124,22.78897"
广州市南沙区环市大道中29号812房（仅限办公）,"113.53435,22.795267"
广州市南沙区丰泽东路106号（自编1号楼）X1301-F7548（集群注册）（JM）,"113.53124,22.78897"
广州市南沙区丰泽东路106号(自编1号楼)X1301-I6416(集群注册)(JM)(确认制),"113.53124,22.78897"
广州市南沙区丰泽东路106号(自编1号楼)X1301-D4845(集群注册)(JM)(确认制),"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-G3393（仅限办公用途）（JM）,"113.53124,22.78897"
广州市南沙区环市大道中27号2522房A05（仅限办公用途）,"113.53255,22.79407"
广州市南沙区丰泽东路106号(自编1号楼)X1301-H9866(集群注册)(JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-H3898(集群注册)(JM),"113.53124,22.78897"
广州市南沙区东涌镇市南公路660号之五（5号厂房）三楼之二,"113.4039,22.892012"
广州市南沙区南沙街进港大道8号1205房（仅限办公）,"113.545944,22.799562"
广州市南沙区丰泽东路106号(自编1号楼)X1301-F7155(集群注册)(JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号(自编1号楼)X1301-H010563(集群注册)(JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-F2833（仅限办公用途）（JM）,"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-I5394（集群注册）（JM）,"113.53124,22.78897"
广州市南沙区广兴路27号212-2室（仅限办公）,"113.54145,22.772861"
广州市南沙区丰泽东路106号(自编1号楼)X1301-I8565(集群注册)(JM),"113.53124,22.78897"
广州市南沙区芦湾村下湾西街21号204,"113.58763,22.787312"
广州市南沙区海滨路181号413房(仅限办公用途),"113.53469,22.796162"
广州市南沙区南沙街成汇街2号1206房之一（仅限办公）,"113.53762,22.79831"
广州市南沙区丰泽东路106号（自编1号楼）X1301-H8610（集群注册）（JM）,"113.53124,22.78897"
广州市南沙区丰泽东路106号(自编1号楼)X1301-H4800(集群注册)(JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-D3750(集群注册)(JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-E2474（仅限办公用途）（JM)（确认制）,"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-H9868（集群注册）（JM）,"113.53124,22.78897"
广州市南沙区东涌镇广珠路22号自编2栋1楼,"113.38797,22.880383"
广州市南沙区东涌镇市南公路东涌段316号自编1栋201,"113.46935,22.881351"
广州市南沙区进港大道582号1号楼,"113.58139,22.796844"
广州市南沙区黄阁镇番中公路黄阁段23号联越半山广场A1栋3A01号,"113.52721,22.80351"
广州市南沙区进港大道10号1204房（仅限办公用途）,"113.540344,22.800097"
广州市南沙区丰泽东路106号（自编1号楼）X1301-C2125（仅限办公用途）（JM）,"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-H6189（集群注册）（JM）,"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-A9438（集群注册）(JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号(自编1号楼)X1301-I6672(集群注册)(JM)(确认制),"113.53124,22.78897"
广州市南沙区龙穴岛龙穴大道中路13号18楼X18051（仅限办公用途）（HL）,"113.673256,22.642668"
广州市南沙区丰泽东路106号(自编1号楼)X1301-G2309（仅限办公用途）(JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号(自编1号楼)X1301-H6368(集群注册)(JM)(确认制),"113.53124,22.78897"
广州市南沙区金涛西街36号414房（一址多照7）（仅限办公）,"113.54347,22.801094"
广州市南沙区丰泽东路106号（自编1号楼）X1301-I3676(集群注册）（JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号(自编1号楼)X1301-H011086(集群注册)(JM),"113.53124,22.78897"
广州市南沙区黄阁镇市南公路黄阁段230号（自编二栋五金部）106房（仅限办公）,"113.5224,22.820616"
广州市南沙区中景三街6号211房(仅限办公用途),"113.539474,22.799412"
广州市南沙区丰泽东路106号（自编1号楼）X1301-E4792（集群注册）（JM）,"113.53124,22.78897"
广州市南沙区南北台大街21号铺(临时经营场所)(仅限办公用途),"113.59742,22.77904"
广州市南沙区丰泽东路106号（自编1号楼）X1301-H3398(集群注册）（JM）,"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-D011481(集群注册）（JM）,"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-F1823（仅限办公用途）（JM）,"113.53124,22.78897"
广州市南沙区大岗镇高沙路蓝怡街76号（仅限办公）,"113.42272,22.803898"
广州市南沙区南沙街环盛街1号702房之一(仅限办公),"113.54526,22.793957"
广州市南沙区丰泽东路106号（自编1号楼）X1301-I2290（仅限办公用途）(JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-B3208（仅限办公用途）(JM),"113.53124,22.78897"
广州市南沙区黄阁镇金茂西二街1号901房,"113.51539,22.818928"
广州市南沙区南沙街进港大道577号进港大道北侧自编1号2312房（仅限办公用途）,"113.55351,22.80052"
广州市南沙区南沙街广生路19号（自编1栋）205房（仅限办公用途）,"113.54584,22.765976"
广州市南沙区滨海路185号2220房之四(仅限办公),"113.62124,22.74907"
广州市南沙区丰泽东路106号（自编1号楼）X1301-G8837（集群注册）（JM）,"113.53124,22.78897"
广州市南沙区丰泽东路106号(自编1号楼)X1301-I9380(集群注册)(JM),"113.25000000000011,23.116670000000056"
广州市南沙区丰泽东路106号（自编1号楼）X1301-A8059（集群注册）（JM）,"113.53124,22.78897"
广州市南沙区东涌镇市南公路东涌段74号（自编1号）自编1栋1103室（仅限办公用途）,"113.43813,22.894"
广州市南沙区丰泽东路106号（自编1号楼）X1301-C1645（仅限办公用途）（JM）,"113.53124,22.78897"
广州市南沙区金涌街156号自编388房,"113.55675,22.759682"
广州市南沙区丰泽东路106号（自编1号楼）X1301-A010438（集群注册）（JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号(自编1号楼)X1301-F010984(集群注册)(JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号(自编1号楼)X1301-E1554（仅限办公用途）(JM),"113.53124,22.78897"
广州市南沙区金涛西街36号412房（仅限办公）（一址多照4）,"113.54347,22.801094"
广州市南沙区丰泽东路106号(自编1号楼)X1301-H5672(集群注册)(JM),"113.53124,22.78897"
广州市南沙区东涌镇小乌新街59号302,"113.43137,22.859173"
广州市南沙区珠江街珠江一路48号三楼X3015（仅限办公用途）（NS）,"113.54684,22.703518"
广州市南沙区丰泽东路106号(自编1号楼)X1301-C9567(集群注册)(JM),"113.53124,22.78897"
广州市南沙区金沙路138-102号(仅限办公用途)(临时经营场所),"113.54786,22.808523"
广州市南沙区丰泽东路106号(自编1号楼)X1301-D7894(集群注册)(JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）13层1301房自编X1301-C1521号（仅限办公用途）（JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-I6607（集群注册）（JM）（确认制）,"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-G6486（集群注册）(JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号(自编1号楼)X1301-D7457(集群注册)(JM),"113.53124,22.78897"
广州市南沙区望江二街5号中惠璧珑湾自编12栋3016房（仅限办公用途）,"113.53022,22.801884"
广州市南沙区丰泽东路106号（自编1号楼）X1301-C7814（集群注册）（JM）,"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-G2542（仅限办公用途）(JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-H1522（仅限办公用途）（JM）,"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-F3413,"113.53124,22.78897"
广州市南沙区进港大道12号707房（仅限办公用途）,"113.54067,22.800087"
广州市南沙区金涛东街39号(一址多照3)(仅限办公),"113.54521,22.801714"
广州市南沙区南沙街金岭南路13号自编F区一楼,"113.55526,22.770262"
广州市南沙区丰泽东路106号（自编1号楼）X1301-B1520（仅限办公用途）（JM）,"113.53124,22.78897"
广州市南沙区丰泽东路106号（自编1号楼）X1301-F2811（仅限办公用途）（JM）,"113.53124,22.78897"
广州市南沙区丰泽东路106号(自编1号楼)X1301-H4831(集群注册)(JM),"113.53124,22.78897"
广州市南沙区丰泽东路106号(自编1号楼)X1301-G3706（仅限办公用途）JM,"113.53124,22.78897"
广州市南沙区金环街1号越鸿都会广州自编号7-1栋商业办公楼1507房02室,"113.54497,22.795765"
